date,state,crop,modal_price_rs_per_quintal
2024-12-01,Maharashtra,Soybean,5092.2
2019-01-01,Maharashtra,Jowar,2906.1
2019-02-01,Maharashtra,Jowar,3003.4
2019-03-01,Maharashtra,Jowar,2940.0
2019-04-01,Maharashtra,Jowar,3071.1
2019-05-01,Maharashtra,Jowar,3309.9
2019-06-01,Maharashtra,Jowar,3485.6
2019-07-01,Maharashtra,Jowar,3405.7
2019-08-01,Maharashtra,Jowar,3484.5
2019-09-01,Maharashtra,Jowar,3322.6
2019-10-01,Maharashtra,Jowar,3430.8
2019-11-01,Maharashtra,Jowar,3526.0
2019-12-01,Maharashtra,Jowar,3279.0
2020-01-01,Maharashtra,Jowar,3147.8
2020-02-01,Maharashtra,Jowar,3138.4
2020-03-01,Maharashtra,Jowar,3126.0
2020-04-01,Maharashtra,Jowar,2992.8
2020-05-01,Maharashtra,Jowar,3066.4
2020-06-01,Maharashtra,Jowar,3123.2
2020-07-01,Maharashtra,Jowar,3122.1
2020-08-01,Maharashtra,Jowar,3047.2
2020-09-01,Maharashtra,Jowar,3206.8
2020-10-01,Maharashtra,Jowar,3457.8
2020-11-01,Maharashtra,Jowar,3417.3
2020-12-01,Maharashtra,Jowar,3359.5
2021-01-01,Maharashtra,Jowar,3459.5
2021-02-01,Maharashtra,Jowar,3438.3
2021-03-01,Maharashtra,Jowar,3448.1
2021-04-01,Maharashtra,Jowar,3585.0
2021-05-01,Maharashtra,Jowar,3325.4
2021-06-01,Maharashtra,Jowar,3536.7
2021-07-01,Maharashtra,Jowar,3575.2
2021-08-01,Maharashtra,Jowar,3541.4
2021-09-01,Maharashtra,Jowar,3556.8
2021-10-01,Maharashtra,Jowar,3581.0
2021-11-01,Maharashtra,Jowar,3350.5
2021-12-01,Maharashtra,Jowar,3591.9
2022-01-01,Maharashtra,Jowar,3630.7
2022-02-01,Maharashtra,Jowar,3731.1
2022-03-01,Maharashtra,Jowar,3913.7
2022-04-01,Maharashtra,Jowar,3778.2
2022-05-01,Maharashtra,Jowar,3884.5
2022-06-01,Maharashtra,Jowar,3871.4
2022-07-01,Maharashtra,Jowar,4040.0
2022-08-01,Maharashtra,Jowar,3709.3
2022-09-01,Maharashtra,Jowar,3723.9
2022-10-01,Maharashtra,Jowar,3660.5
2022-11-01,Maharashtra,Jowar,3759.1
2022-12-01,Maharashtra,Jowar,3867.4
2023-01-01,Maharashtra,Jowar,3786.7
2023-02-01,Maharashtra,Jowar,3706.8
2023-03-01,Maharashtra,Jowar,3721.9
2023-04-01,Maharashtra,Jowar,3612.6
2023-05-01,Maharashtra,Jowar,3770.4
2023-06-01,Maharashtra,Jowar,3741.6
2023-07-01,Maharashtra,Jowar,3312.0
2023-08-01,Maharashtra,Jowar,3285.8
2023-09-01,Maharashtra,Jowar,3168.5
2023-10-01,Maharashtra,Jowar,2976.9
2023-11-01,Maharashtra,Jowar,2847.3
2023-12-01,Maharashtra,Jowar,2885.9
2024-01-01,Maharashtra,Jowar,3074.0
2024-02-01,Maharashtra,Jowar,3142.2
2024-03-01,Maharashtra,Jowar,3089.2
2024-04-01,Maharashtra,Jowar,3174.8
2024-05-01,Maharashtra,Jowar,3139.2
2024-06-01,Maharashtra,Jowar,3072.1
2024-07-01,Maharashtra,Jowar,2946.6
2024-08-01,Maharashtra,Jowar,2752.1
2024-09-01,Maharashtra,Jowar,2729.1
2024-10-01,Maharashtra,Jowar,2770.3
2024-11-01,Maharashtra,Jowar,2783.1
2024-12-01,Maharashtra,Jowar,2759.1
2019-01-01,Madhya Pradesh,Soybean,4116.1
2019-02-01,Madhya Pradesh,Soybean,4295.3
2019-03-01,Madhya Pradesh,Soybean,4113.5
2019-04-01,Madhya Pradesh,Soybean,3989.0
2019-05-01,Madhya Pradesh,Soybean,3731.7
2019-06-01,Madhya Pradesh,Soybean,3665.7
2019-07-01,Madhya Pradesh,Soybean,3863.2
2019-08-01,Madhya Pradesh,Soybean,3986.6
2019-09-01,Madhya Pradesh,Soybean,4203.5
2019-10-01,Madhya Pradesh,Soybean,4339.5
2019-11-01,Madhya Pradesh,Soybean,4138.6
2019-12-01,Madhya Pradesh,Soybean,4100.1
2020-01-01,Madhya Pradesh,Soybean,3972.0
2020-02-01,Madhya Pradesh,Soybean,4251.1
2020-03-01,Madhya Pradesh,Soybean,4031.3
2020-04-01,Madhya Pradesh,Soybean,4229.3
2020-05-01,Madhya Pradesh,Soybean,4437.7
2020-06-01,Madhya Pradesh,Soybean,4858.2
2020-07-01,Madhya Pradesh,Soybean,4795.2
2020-08-01,Madhya Pradesh,Soybean,4994.0
2020-09-01,Madhya Pradesh,Soybean,5579.8
2020-10-01,Madhya Pradesh,Soybean,5453.4
2020-11-01,Madhya Pradesh,Soybean,5087.3
2020-12-01,Madhya Pradesh,Soybean,4659.9
2021-01-01,Madhya Pradesh,Soybean,4849.7
2021-02-01,Madhya Pradesh,Soybean,4439.0
2021-03-01,Madhya Pradesh,Soybean,4385.9
2021-04-01,Madhya Pradesh,Soybean,4504.8
2021-05-01,Madhya Pradesh,Soybean,4573.1
2021-06-01,Madhya Pradesh,Soybean,4696.7
2021-07-01,Madhya Pradesh,Soybean,4779.0
2021-08-01,Madhya Pradesh,Soybean,5107.8
2021-09-01,Madhya Pradesh,Soybean,4909.7
2021-10-01,Madhya Pradesh,Soybean,4784.3
2021-11-01,Madhya Pradesh,Soybean,4639.2
2021-12-01,Madhya Pradesh,Soybean,4856.0
2022-01-01,Madhya Pradesh,Soybean,5097.8
2022-02-01,Madhya Pradesh,Soybean,5239.8
2022-03-01,Madhya Pradesh,Soybean,5570.2
2022-04-01,Madhya Pradesh,Soybean,5287.4
2022-05-01,Madhya Pradesh,Soybean,5745.4
2022-06-01,Madhya Pradesh,Soybean,6204.9
2022-07-01,Madhya Pradesh,Soybean,6467.4
2022-08-01,Madhya Pradesh,Soybean,7069.3
2022-09-01,Madhya Pradesh,Soybean,6554.8
2022-10-01,Madhya Pradesh,Soybean,6435.7
2022-11-01,Madhya Pradesh,Soybean,6252.1
2022-12-01,Madhya Pradesh,Soybean,6511.4
2023-01-01,Madhya Pradesh,Soybean,6223.1
2023-02-01,Madhya Pradesh,Soybean,6488.4
2023-03-01,Madhya Pradesh,Soybean,6956.0
2023-04-01,Madhya Pradesh,Soybean,7231.2
2023-05-01,Madhya Pradesh,Soybean,7375.1
2023-06-01,Madhya Pradesh,Soybean,7071.6
2023-07-01,Madhya Pradesh,Soybean,6830.8
2023-08-01,Madhya Pradesh,Soybean,7291.0
2023-09-01,Madhya Pradesh,Soybean,7617.7
2023-10-01,Madhya Pradesh,Soybean,7657.7
2023-11-01,Madhya Pradesh,Soybean,7556.6
2023-12-01,Madhya Pradesh,Soybean,6868.5
2024-01-01,Madhya Pradesh,Soybean,6557.5
2024-02-01,Madhya Pradesh,Soybean,7201.9
2024-03-01,Madhya Pradesh,Soybean,6800.5
2024-04-01,Madhya Pradesh,Soybean,6903.6
2024-05-01,Madhya Pradesh,Soybean,7281.9
2024-06-01,Madhya Pradesh,Soybean,6888.5
2024-07-01,Madhya Pradesh,Soybean,6996.8
2024-08-01,Madhya Pradesh,Soybean,7363.0
2024-09-01,Madhya Pradesh,Soybean,7420.3
2024-10-01,Madhya Pradesh,Soybean,8500.6
2024-11-01,Madhya Pradesh,Soybean,7875.3
2024-12-01,Madhya Pradesh,Soybean,8330.1
2019-01-01,Madhya Pradesh,Wheat,2322.8
2019-02-01,Madhya Pradesh,Wheat,2288.4
2019-03-01,Madhya Pradesh,Wheat,2320.1
2019-04-01,Madhya Pradesh,Wheat,2205.9
2019-05-01,Madhya Pradesh,Wheat,2260.6
2019-06-01,Madhya Pradesh,Wheat,2296.0
2019-07-01,Madhya Pradesh,Wheat,2356.0
2019-08-01,Madhya Pradesh,Wheat,2448.1
2019-09-01,Madhya Pradesh,Wheat,2493.5
2019-10-01,Madhya Pradesh,Wheat,2523.9
2019-11-01,Madhya Pradesh,Wheat,2476.6
2019-12-01,Madhya Pradesh,Wheat,2442.6
2020-01-01,Madhya Pradesh,Wheat,2548.6
2020-02-01,Madhya Pradesh,Wheat,2677.5
2020-03-01,Madhya Pradesh,Wheat,2677.0
2020-04-01,Madhya Pradesh,Wheat,2698.8
2020-05-01,Madhya Pradesh,Wheat,2643.1
2020-06-01,Madhya Pradesh,Wheat,2754.2
2020-07-01,Madhya Pradesh,Wheat,2828.4
2020-08-01,Madhya Pradesh,Wheat,3014.2
2020-09-01,Madhya Pradesh,Wheat,2956.9
2020-10-01,Madhya Pradesh,Wheat,2946.0
2020-11-01,Madhya Pradesh,Wheat,2989.6
2020-12-01,Madhya Pradesh,Wheat,3071.2
2021-01-01,Madhya Pradesh,Wheat,3074.5
2021-02-01,Madhya Pradesh,Wheat,3016.0
2021-03-01,Madhya Pradesh,Wheat,3117.2
2021-04-01,Madhya Pradesh,Wheat,3205.9
2021-05-01,Madhya Pradesh,Wheat,3138.7
2021-06-01,Madhya Pradesh,Wheat,3287.8
2021-07-01,Madhya Pradesh,Wheat,3426.4
2021-08-01,Madhya Pradesh,Wheat,3464.9
2021-09-01,Madhya Pradesh,Wheat,3499.1
2021-10-01,Madhya Pradesh,Wheat,3584.6
2021-11-01,Madhya Pradesh,Wheat,3519.5
2021-12-01,Madhya Pradesh,Wheat,3550.1
2022-01-01,Madhya Pradesh,Wheat,3346.5
2022-02-01,Madhya Pradesh,Wheat,3459.3
2022-03-01,Madhya Pradesh,Wheat,3320.7
2022-04-01,Madhya Pradesh,Wheat,3493.5
2022-05-01,Madhya Pradesh,Wheat,3481.9
2022-06-01,Madhya Pradesh,Wheat,3483.0
2022-07-01,Madhya Pradesh,Wheat,3441.1
2022-08-01,Madhya Pradesh,Wheat,3435.9
2022-09-01,Madhya Pradesh,Wheat,3608.5
2022-10-01,Madhya Pradesh,Wheat,3365.6
2022-11-01,Madhya Pradesh,Wheat,3521.6
2022-12-01,Madhya Pradesh,Wheat,3584.9
2023-01-01,Madhya Pradesh,Wheat,3481.6
2023-02-01,Madhya Pradesh,Wheat,3394.1
2023-03-01,Madhya Pradesh,Wheat,3589.3
2023-04-01,Madhya Pradesh,Wheat,3511.2
2023-05-01,Madhya Pradesh,Wheat,3412.5
2023-06-01,Madhya Pradesh,Wheat,3552.2
2023-07-01,Madhya Pradesh,Wheat,3612.9
2023-08-01,Madhya Pradesh,Wheat,3536.7
2023-09-01,Madhya Pradesh,Wheat,3586.2
2023-10-01,Madhya Pradesh,Wheat,3503.0
2023-11-01,Madhya Pradesh,Wheat,3646.7
2023-12-01,Madhya Pradesh,Wheat,3791.8
2024-01-01,Madhya Pradesh,Wheat,3881.4
2024-02-01,Madhya Pradesh,Wheat,3952.0
2024-03-01,Madhya Pradesh,Wheat,4189.4
2024-04-01,Madhya Pradesh,Wheat,4217.6
2024-05-01,Madhya Pradesh,Wheat,4095.4
2024-06-01,Madhya Pradesh,Wheat,4178.2
2024-07-01,Madhya Pradesh,Wheat,4469.7
2024-08-01,Madhya Pradesh,Wheat,4365.0
2024-09-01,Madhya Pradesh,Wheat,4350.1
2024-10-01,Madhya Pradesh,Wheat,4438.3
2024-11-01,Madhya Pradesh,Wheat,4465.8
2024-12-01,Madhya Pradesh,Wheat,4368.2
2019-01-01,Madhya Pradesh,Gram,5378.2
2019-02-01,Madhya Pradesh,Gram,5199.6
2019-03-01,Madhya Pradesh,Gram,4873.9
2019-04-01,Madhya Pradesh,Gram,4965.6
2019-05-01,Madhya Pradesh,Gram,5248.2
2019-06-01,Madhya Pradesh,Gram,5398.2
2019-07-01,Madhya Pradesh,Gram,5436.9
2019-08-01,Madhya Pradesh,Gram,5333.3
2019-09-01,Madhya Pradesh,Gram,5111.8
2019-10-01,Madhya Pradesh,Gram,5346.5
2019-11-01,Madhya Pradesh,Gram,5611.6
2019-12-01,Madhya Pradesh,Gram,5265.0
2020-01-01,Madhya Pradesh,Gram,5685.7
2020-02-01,Madhya Pradesh,Gram,5877.1
2020-03-01,Madhya Pradesh,Gram,6292.4
2020-04-01,Madhya Pradesh,Gram,5955.7
2020-05-01,Madhya Pradesh,Gram,5629.9
2020-06-01,Madhya Pradesh,Gram,5631.9
2020-07-01,Madhya Pradesh,Gram,5801.0
2020-08-01,Madhya Pradesh,Gram,6316.2
2020-09-01,Madhya Pradesh,Gram,6567.8
2020-10-01,Madhya Pradesh,Gram,6549.0
2020-11-01,Madhya Pradesh,Gram,6298.8
2020-12-01,Madhya Pradesh,Gram,6700.9
2021-01-01,Madhya Pradesh,Gram,6462.0
2021-02-01,Madhya Pradesh,Gram,6987.6
2021-03-01,Madhya Pradesh,Gram,6949.4
2021-04-01,Madhya Pradesh,Gram,7498.7
2021-05-01,Madhya Pradesh,Gram,7781.6
2021-06-01,Madhya Pradesh,Gram,7788.6
2021-07-01,Madhya Pradesh,Gram,7662.5
2021-08-01,Madhya Pradesh,Gram,7602.4
2021-09-01,Madhya Pradesh,Gram,7809.7
2021-10-01,Madhya Pradesh,Gram,7900.4
2021-11-01,Madhya Pradesh,Gram,7753.2
2021-12-01,Madhya Pradesh,Gram,7758.6
2022-01-01,Madhya Pradesh,Gram,7848.1
2022-02-01,Madhya Pradesh,Gram,7152.9
2022-03-01,Madhya Pradesh,Gram,7353.9
2022-04-01,Madhya Pradesh,Gram,7080.8
2022-05-01,Madhya Pradesh,Gram,6761.5
2022-06-01,Madhya Pradesh,Gram,6293.8
2022-07-01,Madhya Pradesh,Gram,5829.2
2022-08-01,Madhya Pradesh,Gram,5516.1
2022-09-01,Madhya Pradesh,Gram,5382.7
2022-10-01,Madhya Pradesh,Gram,5902.1
2022-11-01,Madhya Pradesh,Gram,5810.3
2022-12-01,Madhya Pradesh,Gram,5904.6
2023-01-01,Madhya Pradesh,Gram,6058.7
2023-02-01,Madhya Pradesh,Gram,6141.2
2023-03-01,Madhya Pradesh,Gram,6165.1
2023-04-01,Madhya Pradesh,Gram,5876.1
2023-05-01,Madhya Pradesh,Gram,6302.8
2023-06-01,Madhya Pradesh,Gram,6862.3
2023-07-01,Madhya Pradesh,Gram,6390.3
2023-08-01,Madhya Pradesh,Gram,6142.8
2023-09-01,Madhya Pradesh,Gram,6113.5
2023-10-01,Madhya Pradesh,Gram,5896.4
2023-11-01,Madhya Pradesh,Gram,6079.9
2023-12-01,Madhya Pradesh,Gram,5929.3
2024-01-01,Madhya Pradesh,Gram,6557.5
2024-02-01,Madhya Pradesh,Gram,6961.0
2024-03-01,Madhya Pradesh,Gram,7079.3
2024-04-01,Madhya Pradesh,Gram,7458.6
2024-05-01,Madhya Pradesh,Gram,7883.9
2024-06-01,Madhya Pradesh,Gram,7738.8
2024-07-01,Madhya Pradesh,Gram,7509.7
2024-08-01,Madhya Pradesh,Gram,7593.1
2024-09-01,Madhya Pradesh,Gram,7949.0
2024-10-01,Madhya Pradesh,Gram,8063.6
2024-11-01,Madhya Pradesh,Gram,7554.6
2024-12-01,Madhya Pradesh,Gram,7342.0
2019-01-01,Karnataka,Ragi,3402.5
2019-02-01,Karnataka,Ragi,3252.4
2019-03-01,Karnataka,Ragi,3330.9
2019-04-01,Karnataka,Ragi,3529.9
2019-05-01,Karnataka,Ragi,3841.4
2019-06-01,Karnataka,Ragi,3809.7
2019-07-01,Karnataka,Ragi,3903.0
2019-08-01,Karnataka,Ragi,4010.5
2019-09-01,Karnataka,Ragi,4067.2
2019-10-01,Karnataka,Ragi,4081.2
2019-11-01,Karnataka,Ragi,4173.5
2019-12-01,Karnataka,Ragi,3818.4
2020-01-01,Karnataka,Ragi,3936.4
2020-02-01,Karnataka,Ragi,3978.0
2020-03-01,Karnataka,Ragi,3969.3
2020-04-01,Karnataka,Ragi,4286.5
2020-05-01,Karnataka,Ragi,4208.0
2020-06-01,Karnataka,Ragi,4173.5
2020-07-01,Karnataka,Ragi,4502.2
2020-08-01,Karnataka,Ragi,4397.8
2020-09-01,Karnataka,Ragi,4341.2
2020-10-01,Karnataka,Ragi,4348.6
2020-11-01,Karnataka,Ragi,4510.6
2020-12-01,Karnataka,Ragi,4574.1
2021-01-01,Karnataka,Ragi,4388.7
2021-02-01,Karnataka,Ragi,4330.6
2021-03-01,Karnataka,Ragi,4260.9
2021-04-01,Karnataka,Ragi,4274.1
2021-05-01,Karnataka,Ragi,4366.0
2021-06-01,Karnataka,Ragi,4459.9
2021-07-01,Karnataka,Ragi,4203.1
2021-08-01,Karnataka,Ragi,4394.1
2021-09-01,Karnataka,Ragi,4465.2
2021-10-01,Karnataka,Ragi,4720.4
2021-11-01,Karnataka,Ragi,4828.5
2021-12-01,Karnataka,Ragi,5052.6
2022-01-01,Karnataka,Ragi,5169.3
2022-02-01,Karnataka,Ragi,5452.0
2022-03-01,Karnataka,Ragi,5586.9
2022-04-01,Karnataka,Ragi,5600.1
2022-05-01,Karnataka,Ragi,6094.5
2022-06-01,Karnataka,Ragi,6329.3
2022-07-01,Karnataka,Ragi,6503.1
2022-08-01,Karnataka,Ragi,6247.7
2022-09-01,Karnataka,Ragi,6000.4
2022-10-01,Karnataka,Ragi,6106.1
2022-11-01,Karnataka,Ragi,6180.0
2022-12-01,Karnataka,Ragi,6083.1
2023-01-01,Karnataka,Ragi,6152.1
2023-02-01,Karnataka,Ragi,6542.4
2023-03-01,Karnataka,Ragi,6745.3
2023-04-01,Karnataka,Ragi,6506.8
2023-05-01,Karnataka,Ragi,6520.2
2023-06-01,Karnataka,Ragi,6371.9
2023-07-01,Karnataka,Ragi,6325.1
2023-08-01,Karnataka,Ragi,6274.3
2023-09-01,Karnataka,Ragi,6210.0
2023-10-01,Karnataka,Ragi,5971.5
2023-11-01,Karnataka,Ragi,5984.7
2023-12-01,Karnataka,Ragi,5902.5
2024-01-01,Karnataka,Ragi,5313.8
2024-02-01,Karnataka,Ragi,5740.2
2024-03-01,Karnataka,Ragi,5999.8
2024-04-01,Karnataka,Ragi,5953.6
2024-05-01,Karnataka,Ragi,5993.9
2024-06-01,Karnataka,Ragi,5778.1
2024-07-01,Karnataka,Ragi,6171.3
2024-08-01,Karnataka,Ragi,6637.9
2024-09-01,Karnataka,Ragi,6722.4
2024-10-01,Karnataka,Ragi,7018.6
2024-11-01,Karnataka,Ragi,7111.1
2024-12-01,Karnataka,Ragi,6813.7
2019-01-01,Karnataka,Maize,1983.9
2019-02-01,Karnataka,Maize,1980.1
2019-03-01,Karnataka,Maize,1986.4
2019-04-01,Karnataka,Maize,1993.3
2019-05-01,Karnataka,Maize,2010.3
2019-06-01,Karnataka,Maize,1939.0
2019-07-01,Karnataka,Maize,1895.9
2019-08-01,Karnataka,Maize,1811.1
2019-09-01,Karnataka,Maize,1890.6
2019-10-01,Karnataka,Maize,1745.2
2019-11-01,Karnataka,Maize,1834.3
2019-12-01,Karnataka,Maize,1945.3
2020-01-01,Karnataka,Maize,1934.7
2020-02-01,Karnataka,Maize,1750.1
2020-03-01,Karnataka,Maize,1737.1
2020-04-01,Karnataka,Maize,1744.3
2020-05-01,Karnataka,Maize,1686.5
2020-06-01,Karnataka,Maize,1662.8
2020-07-01,Karnataka,Maize,1772.2
2020-08-01,Karnataka,Maize,1828.3
2020-09-01,Karnataka,Maize,1772.2
2020-10-01,Karnataka,Maize,1671.3
2020-11-01,Karnataka,Maize,1659.6
2020-12-01,Karnataka,Maize,1655.9
2021-01-01,Karnataka,Maize,1698.8
2021-02-01,Karnataka,Maize,1674.5
2021-03-01,Karnataka,Maize,1719.3
2021-04-01,Karnataka,Maize,1861.3
2021-05-01,Karnataka,Maize,1932.8
2021-06-01,Karnataka,Maize,1941.0
2021-07-01,Karnataka,Maize,1938.4
2021-08-01,Karnataka,Maize,1922.2
2021-09-01,Karnataka,Maize,2021.8
2021-10-01,Karnataka,Maize,1983.5
2021-11-01,Karnataka,Maize,1998.6
2021-12-01,Karnataka,Maize,2014.8
2022-01-01,Karnataka,Maize,1988.2
2022-02-01,Karnataka,Maize,1894.4
2022-03-01,Karnataka,Maize,1931.2
2022-04-01,Karnataka,Maize,1939.4
2022-05-01,Karnataka,Maize,1990.0
2022-06-01,Karnataka,Maize,1960.6
2022-07-01,Karnataka,Maize,2065.8
2022-08-01,Karnataka,Maize,2006.5
2022-09-01,Karnataka,Maize,2152.2
2022-10-01,Karnataka,Maize,2016.9
2022-11-01,Karnataka,Maize,2063.1
2022-12-01,Karnataka,Maize,2114.2
2023-01-01,Karnataka,Maize,2061.9
2023-02-01,Karnataka,Maize,2109.9
2023-03-01,Karnataka,Maize,2230.0
2023-04-01,Karnataka,Maize,2051.0
2023-05-01,Karnataka,Maize,2104.7
2023-06-01,Karnataka,Maize,1911.9
2023-07-01,Karnataka,Maize,1850.7
2023-08-01,Karnataka,Maize,1979.3
2023-09-01,Karnataka,Maize,1945.1
2023-10-01,Karnataka,Maize,1866.6
2023-11-01,Karnataka,Maize,1863.0
2023-12-01,Karnataka,Maize,2025.5
2024-01-01,Karnataka,Maize,1893.1
2024-02-01,Karnataka,Maize,1827.6
2024-03-01,Karnataka,Maize,1947.3
2024-04-01,Karnataka,Maize,2102.1
2024-05-01,Karnataka,Maize,2107.1
2024-06-01,Karnataka,Maize,2017.8
2024-07-01,Karnataka,Maize,2195.2
2024-08-01,Karnataka,Maize,2344.7
2024-09-01,Karnataka,Maize,2420.1
2024-10-01,Karnataka,Maize,2356.6
2024-11-01,Karnataka,Maize,2365.9
2024-12-01,Karnataka,Maize,2365.5
2019-01-01,Karnataka,Cotton,7017.7
2019-02-01,Karnataka,Cotton,6657.7
2019-03-01,Karnataka,Cotton,7203.6
2019-04-01,Karnataka,Cotton,7380.7
2019-05-01,Karnataka,Cotton,7714.2
2019-06-01,Karnataka,Cotton,8391.4
2019-07-01,Karnataka,Cotton,7954.5
2019-08-01,Karnataka,Cotton,8004.9
2019-09-01,Karnataka,Cotton,7838.7
2019-10-01,Karnataka,Cotton,7233.0
2019-11-01,Karnataka,Cotton,7423.3
2019-12-01,Karnataka,Cotton,8488.5
2020-01-01,Karnataka,Cotton,7701.7
2020-02-01,Karnataka,Cotton,7743.2
2020-03-01,Karnataka,Cotton,8068.9
2020-04-01,Karnataka,Cotton,8184.0
2020-05-01,Karnataka,Cotton,8198.5
2020-06-01,Karnataka,Cotton,7687.1
2020-07-01,Karnataka,Cotton,7848.0
2020-08-01,Karnataka,Cotton,7590.4
2020-09-01,Karnataka,Cotton,6749.4
2020-10-01,Karnataka,Cotton,7239.8
2020-11-01,Karnataka,Cotton,7670.7
2020-12-01,Karnataka,Cotton,7747.8
2021-01-01,Karnataka,Cotton,7899.2
2021-02-01,Karnataka,Cotton,8415.8
2021-03-01,Karnataka,Cotton,8579.8
2021-04-01,Karnataka,Cotton,9065.8
2021-05-01,Karnataka,Cotton,8991.1
2021-06-01,Karnataka,Cotton,9704.9
2021-07-01,Karnataka,Cotton,9954.5
2021-08-01,Karnataka,Cotton,10141.7
2021-09-01,Karnataka,Cotton,9524.5
2021-10-01,Karnataka,Cotton,9747.3
2021-11-01,Karnataka,Cotton,9380.5
2021-12-01,Karnataka,Cotton,9123.7
2022-01-01,Karnataka,Cotton,8785.1
2022-02-01,Karnataka,Cotton,8339.8
2022-03-01,Karnataka,Cotton,9362.1
2022-04-01,Karnataka,Cotton,10109.5
2022-05-01,Karnataka,Cotton,11243.2
2022-06-01,Karnataka,Cotton,10588.4
2022-07-01,Karnataka,Cotton,10717.2
2022-08-01,Karnataka,Cotton,10053.1
2022-09-01,Karnataka,Cotton,9754.8
2022-10-01,Karnataka,Cotton,9345.0
2022-11-01,Karnataka,Cotton,10043.7
2022-12-01,Karnataka,Cotton,9900.6
2023-01-01,Karnataka,Cotton,10544.8
2023-02-01,Karnataka,Cotton,10965.6
2023-03-01,Karnataka,Cotton,12416.1
2023-04-01,Karnataka,Cotton,11513.6
2023-05-01,Karnataka,Cotton,12391.6
2023-06-01,Karnataka,Cotton,13264.0
2023-07-01,Karnataka,Cotton,12673.0
2023-08-01,Karnataka,Cotton,13470.9
2023-09-01,Karnataka,Cotton,13825.8
2023-10-01,Karnataka,Cotton,13763.2
2023-11-01,Karnataka,Cotton,13251.2
2023-12-01,Karnataka,Cotton,12830.4
2024-01-01,Karnataka,Cotton,14348.1
2024-02-01,Karnataka,Cotton,14451.0
2024-03-01,Karnataka,Cotton,15169.9
2024-04-01,Karnataka,Cotton,14634.0
2024-05-01,Karnataka,Cotton,14130.2
2024-06-01,Karnataka,Cotton,15075.6
2024-07-01,Karnataka,Cotton,14095.8
2024-08-01,Karnataka,Cotton,13894.6
2024-09-01,Karnataka,Cotton,14032.8
2024-10-01,Karnataka,Cotton,14227.4
2024-11-01,Karnataka,Cotton,14195.9
2024-12-01,Karnataka,Cotton,14603.6
2019-01-01,Rajasthan,Bajra,2400.7
2019-02-01,Rajasthan,Bajra,2392.0
2019-03-01,Rajasthan,Bajra,2531.8
2019-04-01,Rajasthan,Bajra,2647.2
2019-05-01,Rajasthan,Bajra,2514.3
2019-06-01,Rajasthan,Bajra,2571.1
2019-07-01,Rajasthan,Bajra,2377.0
2019-08-01,Rajasthan,Bajra,2401.3
2019-09-01,Rajasthan,Bajra,2614.3
2019-10-01,Rajasthan,Bajra,2532.7
2019-11-01,Rajasthan,Bajra,2466.0
2019-12-01,Rajasthan,Bajra,2567.4
2020-01-01,Rajasthan,Bajra,2422.4
2020-02-01,Rajasthan,Bajra,2378.0
2020-03-01,Rajasthan,Bajra,2457.0
2020-04-01,Rajasthan,Bajra,2410.5
2020-05-01,Rajasthan,Bajra,2405.1
2020-06-01,Rajasthan,Bajra,2499.3
2020-07-01,Rajasthan,Bajra,2563.6
2020-08-01,Rajasthan,Bajra,2613.7
2020-09-01,Rajasthan,Bajra,2598.6
2020-10-01,Rajasthan,Bajra,2662.1
2020-11-01,Rajasthan,Bajra,2672.0
2020-12-01,Rajasthan,Bajra,2747.3
2021-01-01,Rajasthan,Bajra,2713.4
2021-02-01,Rajasthan,Bajra,2715.3
2021-03-01,Rajasthan,Bajra,2623.7
2021-04-01,Rajasthan,Bajra,2640.4
2021-05-01,Rajasthan,Bajra,2570.4
2021-06-01,Rajasthan,Bajra,2469.6
2021-07-01,Rajasthan,Bajra,2516.2
2021-08-01,Rajasthan,Bajra,2559.6
2021-09-01,Rajasthan,Bajra,2666.1
2021-10-01,Rajasthan,Bajra,2641.0
2021-11-01,Rajasthan,Bajra,2710.1
2021-12-01,Rajasthan,Bajra,2797.1
2022-01-01,Rajasthan,Bajra,2873.9
2022-02-01,Rajasthan,Bajra,2797.8
2022-03-01,Rajasthan,Bajra,2838.0
2022-04-01,Rajasthan,Bajra,2903.8
2022-05-01,Rajasthan,Bajra,2927.1
2022-06-01,Rajasthan,Bajra,2692.1
2022-07-01,Rajasthan,Bajra,2731.8
2022-08-01,Rajasthan,Bajra,3009.5
2022-09-01,Rajasthan,Bajra,2989.5
2022-10-01,Rajasthan,Bajra,2923.9
2022-11-01,Rajasthan,Bajra,2996.1
2022-12-01,Rajasthan,Bajra,3062.2
2023-01-01,Rajasthan,Bajra,3242.9
2023-02-01,Rajasthan,Bajra,3097.9
2023-03-01,Rajasthan,Bajra,3218.5
2023-04-01,Rajasthan,Bajra,3323.8
2023-05-01,Rajasthan,Bajra,3329.5
2023-06-01,Rajasthan,Bajra,3403.0
2023-07-01,Rajasthan,Bajra,3577.9
2023-08-01,Rajasthan,Bajra,3739.2
2023-09-01,Rajasthan,Bajra,3590.7
2023-10-01,Rajasthan,Bajra,3746.7
2023-11-01,Rajasthan,Bajra,3769.9
2023-12-01,Rajasthan,Bajra,3814.9
2024-01-01,Rajasthan,Bajra,3859.7
2024-02-01,Rajasthan,Bajra,3867.5
2024-03-01,Rajasthan,Bajra,4093.2
2024-04-01,Rajasthan,Bajra,4110.8
2024-05-01,Rajasthan,Bajra,3948.4
