year,state,crop,season,soil_type,rainfall_mm,avg_temp_c,fertilizer_kg_per_ha,pesticide_l_per_ha,irrigation_coverage_pct,area_hectare,yield_quintal_per_hectare
2021,Bihar,Wheat,Rabi,Alluvial,1408.0,19.4,154.7,2.43,45.5,73423.0,37.11
2021,Bihar,Maize,Kharif,Alluvial,1807.2,24.5,123.1,1.41,65.3,13131.0,29.56
2021,Bihar,Maize,Rabi,Alluvial,1424.2,21.2,155.9,3.22,77.2,68770.0,32.75
2021,Gujarat,Cotton,Kharif,Black,1250.6,26.7,115.6,3.09,11.5,117788.0,15.09
2021,Gujarat,Groundnut,Kharif,Black,842.1,26.8,148.3,3.08,58.8,73609.0,19.01
2021,Gujarat,Bajra,Kharif,Black,888.4,28.8,155.4,3.39,36.3,9412.0,14.64
2021,Andhra Pradesh,Rice,Kharif,Red,999.9,29.0,149.2,1.23,91.8,28651.0,30.72
2021,Andhra Pradesh,Cotton,Kharif,Red,1046.3,29.0,99.6,1.4,74.0,77823.0,17.62
2021,Andhra Pradesh,Chilli,Kharif,Red,1085.9,26.6,141.8,2.99,78.2,20592.0,19.25
2022,Punjab,Wheat,Rabi,Alluvial,778.7,21.3,144.7,1.79,75.0,131774.0,37.25
2022,Punjab,Rice,Kharif,Alluvial,444.1,28.3,174.3,1.83,87.2,223668.0,30.87
2022,Punjab,Cotton,Kharif,Alluvial,857.9,28.9,141.9,1.65,23.0,30535.0,17.47
2022,Uttar Pradesh,Wheat,Rabi,Alluvial,888.1,20.3,153.8,2.02,42.5,187181.0,36.86
2022,Uttar Pradesh,Rice,Kharif,Alluvial,794.6,23.7,124.7,1.33,54.3,39306.0,26.35
2022,Uttar Pradesh,Sugarcane,Kharif,Alluvial,903.4,23.2,159.0,2.05,48.8,55713.0,733.73
2022,Uttar Pradesh,Sugarcane,Rabi,Alluvial,969.9,23.4,93.1,1.69,57.3,233280.0,752.31
2022,Maharashtra,Cotton,Kharif,Black,969.2,26.2,120.1,3.12,93.0,129316.0,16.48
2022,Maharashtra,Soybean,Kharif,Black,978.0,23.2,94.9,2.64,23.3,227365.0,10.88
2022,Maharashtra,Jowar,Kharif,Black,1301.6,25.8,143.7,0.68,87.2,68114.0,12.01
2022,Madhya Pradesh,Soybean,Kharif,Black,1018.3,24.8,86.2,1.76,40.6,34651.0,12.16
2022,Madhya Pradesh,Wheat,Rabi,Black,1084.8,19.4,123.7,2.51,33.2,235723.0,38.05
2022,Madhya Pradesh,Gram,Kharif,Black,1051.0,27.0,157.7,3.12,59.7,155080.0,11.77
2022,Madhya Pradesh,Gram,Rabi,Black,1139.7,17.1,142.7,1.77,52.4,7868.0,10.89
2022,Karnataka,Ragi,Kharif,Red,1102.1,27.2,144.0,2.69,34.4,89076.0,17.49
2022,Karnataka,Ragi,Rabi,Red,1316.9,18.4,184.4,1.33,75.0,169877.0,17.88
2022,Karnataka,Maize,Kharif,Red,1529.4,26.4,147.2,1.79,60.2,229576.0,32.36
2022,Karnataka,Maize,Rabi,Red,838.0,23.3,98.4,2.57,33.2,177869.0,25.93
2022,Karnataka,Cotton,Kharif,Red,979.5,26.5,132.3,0.58,70.6,42843.0,16.97
2022,Rajasthan,Bajra,Kharif,Arid,573.8,25.6,134.8,1.43,74.3,105359.0,15.78
2022,Rajasthan,Mustard,Kharif,Arid,356.7,25.5,139.3,0.92,60.6,173627.0,14.29
2022,Rajasthan,Mustard,Rabi,Arid,457.4,21.4,140.2,0.62,53.2,99131.0,14.89
2022,Rajasthan,Wheat,Rabi,Arid,437.2,24.0,154.0,3.37,49.1,33454.0,38.03
2022,West Bengal,Rice,Kharif,Alluvial,1532.5,29.9,149.2,1.37,52.9,246083.0,29.83
2022,West Bengal,Jute,Kharif,Alluvial,1169.5,24.2,110.2,2.13,57.9,140659.0,25.83
2022,West Bengal,Jute,Rabi,Alluvial,1777.5,15.5,126.4,1.08,51.6,68537.0,26.41
2022,West Bengal,Potato,Kharif,Alluvial,1049.6,28.9,113.2,2.38,59.8,113791.0,188.09
2022,West Bengal,Potato,Rabi,Alluvial,1546.6,22.8,189.0,1.1,45.7,157062.0,240.73
2022,Bihar,Rice,Kharif,Alluvial,1729.7,23.2,146.3,3.11,64.4,135680.0,29.85
2022,Bihar,Wheat,Rabi,Alluvial,1089.3,20.7,131.4,3.13,62.5,72563.0,36.66
2022,Bihar,Maize,Kharif,Alluvial,1409.5,26.9,95.7,1.11,80.2,75017.0,30.02
2022,Bihar,Maize,Rabi,Alluvial,1461.9,14.7,218.4,3.1,53.9,146433.0,32.76
2022,Gujarat,Cotton,Kharif,Black,891.7,28.6,153.9,0.83,56.8,54116.0,16.47
2022,Gujarat,Groundnut,Kharif,Black,981.6,28.5,66.5,3.28,54.6,158515.0,17.45
2022,Gujarat,Bajra,Kharif,Black,980.2,29.4,120.7,1.58,63.1,78352.0,13.83
2022,Andhra Pradesh,Rice,Kharif,Red,1118.4,29.4,152.8,0.54,69.5,77182.0,31.29
2022,Andhra Pradesh,Cotton,Kharif,Red,856.3,28.1,160.0,2.8,70.1,166342.0,16.82
2022,Andhra Pradesh,Chilli,Kharif,Red,1154.6,26.9,118.0,1.72,41.5,24024.0,19.03
2023,Punjab,Wheat,Rabi,Alluvial,575.0,15.3,145.3,2.0,68.2,23831.0,39.05
2023,Punjab,Rice,Kharif,Alluvial,432.6,25.1,120.8,3.29,36.2,201853.0,27.15
2023,Punjab,Cotton,Kharif,Alluvial,587.6,26.3,89.9,2.42,56.2,60377.0,15.88
2023,Uttar Pradesh,Wheat,Rabi,Alluvial,1049.4,16.7,64.5,2.37,58.7,148537.0,36.51
2023,Uttar Pradesh,Rice,Kharif,Alluvial,768.3,29.0,115.7,2.91,76.2,206521.0,33.18
2023,Uttar Pradesh,Sugarcane,Kharif,Alluvial,902.5,25.7,139.4,0.9,19.6,74647.0,711.98
2023,Uttar Pradesh,Sugarcane,Rabi,Alluvial,866.1,17.9,168.0,2.03,48.4,5033.0,776.2
2023,Maharashtra,Cotton,Kharif,Black,1183.3,24.8,123.5,1.31,48.9,93257.0,15.88
2023,Maharashtra,Soybean,Kharif,Black,1192.4,27.7,144.8,3.23,62.8,111285.0,13.38
2023,Maharashtra,Jowar,Kharif,Black,1079.5,25.5,79.0,2.61,52.3,160014.0,10.96
2023,Madhya Pradesh,Soybean,Kharif,Black,1202.3,27.2,144.9,0.82,67.3,78023.0,14.4
2023,Madhya Pradesh,Wheat,Rabi,Black,958.8,18.9,140.0,1.87,67.0,111019.0,36.3
2023,Madhya Pradesh,Gram,Kharif,Black,767.3,25.7,136.3,1.75,61.5,193054.0,11.58
2023,Madhya Pradesh,Gram,Rabi,Black,1093.6,17.2,166.0,2.53,53.5,57856.0,11.34
2023,Karnataka,Ragi,Kharif,Red,1289.4,27.9,117.4,1.45,31.2,185956.0,18.26
2023,Karnataka,Ragi,Rabi,Red,941.7,21.6,131.8,0.67,67.1,95108.0,16.98
2023,Karnataka,Maize,Kharif,Red,921.2,28.9,127.2,1.64,50.4,8600.0,27.31
2023,Karnataka,Maize,Rabi,Red,605.5,19.5,200.3,1.89,70.7,7431.0,28.08
2023,Karnataka,Cotton,Kharif,Red,1234.6,24.0,167.9,2.82,63.8,194628.0,17.01
2023,Rajasthan,Bajra,Kharif,Arid,472.5,28.5,131.1,1.38,43.5,9300.0,14.11
2023,Rajasthan,Mustard,Kharif,Arid,539.0,23.9,103.3,1.4,58.3,5332.0,15.31
2023,Rajasthan,Mustard,Rabi,Arid,434.6,20.6,134.4,1.41,84.8,102511.0,15.74
2023,Rajasthan,Wheat,Rabi,Arid,296.8,19.6,181.5,3.37,55.4,19172.0,35.58
2023,West Bengal,Rice,Kharif,Alluvial,1158.7,25.5,130.6,2.84,48.6,157491.0,25.81
2023,West Bengal,Jute,Kharif,Alluvial,1565.1,28.2,168.5,2.52,38.8,100101.0,25.52
2023,West Bengal,Jute,Rabi,Alluvial,1435.4,21.2,164.7,0.69,53.5,178392.0,26.17
2023,West Bengal,Potato,Kharif,Alluvial,2062.2,23.0,144.6,2.54,51.2,127648.0,239.38
2023,West Bengal,Potato,Rabi,Alluvial,1449.9,23.4,84.7,1.0,85.7,15755.0,221.49
2023,Bihar,Rice,Kharif,Alluvial,1025.4,25.9,154.7,1.09,23.0,240354.0,28.72
2023,Bihar,Wheat,Rabi,Alluvial,1469.6,16.6,144.7,1.07,41.8,245389.0,38.02
2023,Bihar,Maize,Kharif,Alluvial,1080.8,25.4,152.2,2.65,69.4,121841.0,29.21
2023,Bihar,Maize,Rabi,Alluvial,891.7,21.2,177.1,0.54,62.1,127229.0,28.39
2023,Gujarat,Cotton,Kharif,Black,830.8,29.2,128.7,0.79,46.3,183571.0,16.15
2023,Gujarat,Groundnut,Kharif,Black,1032.5,26.4,131.0,3.26,42.0,102470.0,17.84
2023,Gujarat,Bajra,Kharif,Black,927.5,30.5,125.0,3.35,17.7,230014.0,14.28
2023,Andhra Pradesh,Rice,Kharif,Red,780.1,29.0,90.7,1.22,72.9,165875.0,28.34
2023,Andhra Pradesh,Cotton,Kharif,Red,737.0,26.0,157.2,2.24,94.5,237862.0,15.41
2023,Andhra Pradesh,Chilli,Kharif,Red,1148.8,27.3,117.5,3.34,28.4,224053.0,18.85
2024,Punjab,Wheat,Rabi,Alluvial,681.9,23.8,103.7,1.06,54.8,149827.0,38.64
2024,Punjab,Rice,Kharif,Alluvial,645.1,20.5,145.0,3.01,79.7,203665.0,29.29
2024,Punjab,Cotton,Kharif,Alluvial,783.4,30.0,95.5,0.61,61.4,109181.0,16.81
2024,Uttar Pradesh,Wheat,Rabi,Alluvial,881.6,18.3,140.9,1.18,33.3,243404.0,34.53
2024,Uttar Pradesh,Rice,Kharif,Alluvial,1084.5,24.1,156.7,1.41,64.3,108544.0,32.89
2024,Uttar Pradesh,Sugarcane,Kharif,Alluvial,795.7,25.8,151.6,3.21,43.0,95881.0,807.35
2024,Uttar Pradesh,Sugarcane,Rabi,Alluvial,1268.8,22.4,142.1,1.0,38.8,178784.0,778.03
2024,Maharashtra,Cotton,Kharif,Black,1479.1,28.6,102.4,2.64,47.3,77657.0,16.4
2024,Maharashtra,Soybean,Kharif,Black,1605.4,34.8,155.2,2.59,51.3,207739.0,13.09
2024,Maharashtra,Jowar,Kharif,Black,1562.8,27.6,152.4,3.09,71.8,183600.0,11.07
2024,Madhya Pradesh,Soybean,Kharif,Black,1014.1,24.2,151.0,2.19,70.6,183129.0,13.59
2024,Madhya Pradesh,Wheat,Rabi,Black,1263.1,17.3,130.3,2.7,49.1,197620.0,37.56
2024,Madhya Pradesh,Gram,Kharif,Black,819.4,26.1,162.3,3.4,66.5,138875.0,12.0
2024,Madhya Pradesh,Gram,Rabi,Black,993.4,21.7,150.5,2.9,11.9,48918.0,12.11
2024,Karnataka,Ragi,Kharif,Red,1177.4,24.8,157.3,2.89,47.2,169812.0,18.3
2024,Karnataka,Ragi,Rabi,Red,971.7,23.0,146.5,0.54,47.6,226991.0,17.09
2024,Karnataka,Maize,Kharif,Red,876.5,28.0,114.3,1.5,27.9,157217.0,26.7
2024,Karnataka,Maize,Rabi,Red,1644.2,18.7,97.3,1.5,51.9,172934.0,29.43
2024,Karnataka,Cotton,Kharif,Red,1325.6,28.3,167.9,1.76,84.0,53753.0,17.36
2024,Rajasthan,Bajra,Kharif,Arid,505.8,24.6,116.1,3.44,55.7,110845.0,13.82
2024,Rajasthan,Mustard,Kharif,Arid,463.1,24.7,162.3,1.54,75.7,108569.0,15.0
2024,Rajasthan,Mustard,Rabi,Arid,426.6,19.8,103.8,1.36,59.1,70791.0,15.16
2024,Rajasthan,Wheat,Rabi,Arid,420.4,20.4,126.3,2.37,49.6,151766.0,34.3
2024,West Bengal,Rice,Kharif,Alluvial,1974.6,29.0,111.3,2.33,32.5,178124.0,27.58
2024,West Bengal,Jute,Kharif,Alluvial,2032.7,27.7,153.8,2.26,61.8,54645.0,30.06
2024,West Bengal,Jute,Rabi,Alluvial,2079.6,19.4,138.9,1.26,66.4,147817.0,28.35
2024,West Bengal,Potato,Kharif,Alluvial,2065.7,26.2,154.1,0.81,34.6,244367.0,242.25
2024,West Bengal,Potato,Rabi,Alluvial,1664.1,20.6,130.8,1.8,46.3,229064.0,221.37
2024,Bihar,Rice,Kharif,Alluvial,1623.7,30.5,107.7,0.77,68.8,179943.0,30.34
2024,Bihar,Wheat,Rabi,Alluvial,1182.7,18.0,122.7,1.24,53.7,71348.0,35.99
2024,Bihar,Maize,Kharif,Alluvial,1386.4,30.7,125.5,3.02,59.8,238115.0,32.16
2024,Bihar,Maize,Rabi,Alluvial,1339.7,20.2,158.6,2.35,72.4,54069.0,33.97
2024,Gujarat,Cotton,Kharif,Black,741.0,27.1,157.1,2.11,50.8,148190.0,15.87
2024,Gujarat,Groundnut,Kharif,Black,645.5,27.8,158.0,1.86,28.2,197910.0,18.29
2024,Gujarat,Bajra,Kharif,Black,765.3,31.3,189.8,0.69,39.7,234389.0,14.09
2024,Andhra Pradesh,Rice,Kharif,Red,1177.9,26.0,138.9,2.01,54.7,78756.0,29.27
2024,Andhra Pradesh,Cotton,Kharif,Red,929.5,30.6,108.6,0.98,71.3,44076.0,17.24
2024,Andhra Pradesh,Chilli,Kharif,Red,1082.5,28.4,164.2,1.37,33.3,32056.0,19.12
